Code Géographique;Région;Département;Libellé Géographique;Coordonnees;année;Naissances
59337;31;59;Lederzeele;50.8134333231, 2.29316091241;2011;9
59343;31;59;Lesquin;50.5892285666, 3.11191934713;2005;94
59344;31;59;Leval;50.180651266, 3.83355819928;2009;33
59346;31;59;Lezennes;50.6111691928, 3.11824226491;2009;29
59347;31;59;Liessies;50.1049349578, 4.07726257108;2005;6
59350;31;59;Lille;50.6317183168, 3.04783272312;2004;3749
59353;31;59;Locquignol;50.2033505573, 3.7334425782;2011;4
59356;31;59;Lompret;50.6631680443, 2.99516100327;2009;21
59361;31;59;Lourches;50.3111500417, 3.35745797918;2003;66
59365;31;59;Louvroil;50.2577866904, 3.95387643411;2008;122
59365;31;59;Louvroil;50.2577866904, 3.95387643411;2003;103
59369;31;59;Maing;50.3036687499, 3.48802239874;2005;50
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2009;10
59374;31;59;Marbaix;50.1280580168, 3.83650655237;2004;5
59383;31;59;Marly;50.3452442077, 3.55000999792;2007;129
59384;31;59;Maroilles;50.1319269189, 3.75814901282;2009;16
59385;31;59;Marpent;50.2913562157, 4.07637705799;2006;42
59395;31;59;Mazinghien;50.049448426, 3.59700862525;2010;5
59397;31;59;Merckeghem;50.8699396008, 2.27783454706;2003;5
59398;31;59;Mérignies;50.5069205161, 3.12172446457;2013;21
59400;31;59;Merville;50.6449293889, 2.63582653422;2012;152
59401;31;59;Méteren;50.7479005121, 2.67634884839;2008;38
59401;31;59;Méteren;50.7479005121, 2.67634884839;2003;33
59404;31;59;Les Moëres;51.0240965472, 2.5473689484;2004;5
59405;31;59;Moeuvres;50.1602158423, 3.06781891746;2013;5
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2007;3
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2005;3
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2006;3
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2006;395
59413;31;59;Montigny-en-Cambrésis;50.0910970595, 3.41429656763;2009;5
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2008;1
59415;31;59;Montrécourt;50.2256590135, 3.44600124957;2007;5
59416;31;59;Morbecque;50.6768934286, 2.53621614433;2008;36
59418;31;59;Mortagne-du-Nord;50.5001515803, 3.45327380801;2013;23
59419;31;59;Mouchin;50.5168601993, 3.28629185123;2007;17
59422;31;59;Naves;50.2033732531, 3.31732755418;2005;8
59425;31;59;Neuville-en-Avesnois;50.1995093719, 3.57904088445;2007;1
59428;31;59;Neuville-Saint-Rémy;50.1876980939, 3.21918185069;2003;40
59429;31;59;Neuville-sur-Escaut;50.2905014388, 3.35160622721;2010;31
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2011;12
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2004;15
59435;31;59;Nomain;50.5012176112, 3.23912545125;2003;27
59041;31;59;Bachant;50.2081006997, 3.8751600192;2006;37
59042;31;59;Bachy;50.5435916608, 3.26883958433;2009;8
59043;31;59;Bailleul;50.7274252798, 2.7379912081;2007;154
59045;31;59;Baives;50.0673923236, 4.20393625141;2013;2
59046;31;59;Bambecque;50.9087831017, 2.56046766711;2010;25
59047;31;59;Banteux;50.0656630113, 3.18790046791;2009;4
59049;31;59;Bantouzelle;50.0579473391, 3.22511810175;2008;5
59049;31;59;Bantouzelle;50.0579473391, 3.22511810175;2006;5
59055;31;59;Bazuel;50.0816021977, 3.59590423049;2007;5
59056;31;59;Beaucamps-Ligny;50.6062622747, 2.9147903974;2010;10
59060;31;59;Beaurain;50.1779797016, 3.55059200886;2010;0
59060;31;59;Beaurain;50.1779797016, 3.55059200886;2007;4
59060;31;59;Beaurain;50.1779797016, 3.55059200886;2005;6
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2003;29
59068;31;59;Berlaimont;50.2057229954, 3.79391306597;2013;31
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2003;7
59073;31;59;Berthen;50.7779383016, 2.6875622719;2009;6
59073;31;59;Berthen;50.7779383016, 2.6875622719;2012;2
59074;31;59;Bertry;50.0823963526, 3.43983505864;2010;29
59074;31;59;Bertry;50.0823963526, 3.43983505864;2013;31
59075;31;59;Béthencourt;50.1426560397, 3.42342136756;2010;13
59075;31;59;Béthencourt;50.1426560397, 3.42342136756;2006;7
59079;31;59;Beuvrages;50.3883826633, 3.50595410504;2010;90
59080;31;59;Beuvry-la-Forêt;50.4499686964, 3.28271096457;2010;43
59081;31;59;Bévillers;50.158314463, 3.39072994469;2005;7
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2010;2
59087;31;59;Boëseghem;50.6691135946, 2.44242706344;2003;10
59091;31;59;Borre;50.731528018, 2.58086143092;2004;11
59092;31;59;Bouchain;50.2808463643, 3.3121651121;2004;39
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2009;6
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2005;3
59097;31;59;Boursies;50.1408057238, 3.04441612391;2004;5
59099;31;59;Bousies;50.151363705, 3.61511089589;2013;13
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2013;8
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2013;3
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2006;5
59102;31;59;Boussières-en-Cambrésis;50.1638275467, 3.37224279409;2011;7
59102;31;59;Boussières-en-Cambrésis;50.1638275467, 3.37224279409;2006;5
59109;31;59;Brillon;50.4339939197, 3.33534225599;2009;4
59112;31;59;Bruay-sur-l'Escaut;50.3973093421, 3.53909152804;2011;177
59117;31;59;Bugnicourt;50.2910659273, 3.15468753018;2003;10
59122;31;59;Cambrai;50.1702775977, 3.24221021072;2010;423
59126;31;59;Cantin;50.3097701017, 3.1238994061;2006;7
59127;31;59;Capelle;50.2401009671, 3.56039393735;2010;3
59127;31;59;Capelle;50.2401009671, 3.56039393735;2011;5
59129;31;59;Cappelle-en-Pévèle;50.5045434166, 3.17433068381;2005;23
59004;31;59;Aix;50.498421043, 3.30536772065;2005;11
59006;31;59;Amfroipret;50.2776390302, 3.73565394566;2007;2
59006;31;59;Amfroipret;50.2776390302, 3.73565394566;2006;3
59008;31;59;Aniche;50.330855319, 3.25574141604;2004;139
59009;31;59;Villeneuve-d'Ascq;50.6324372393, 3.1535257221;2009;928
59010;31;59;Anneux;50.1570164384, 3.12505671113;2010;4
59012;31;59;Anor;49.9949415311, 4.11785622281;2005;53
59013;31;59;Anstaing;50.603523536, 3.18920215192;2011;17
59014;31;59;Anzin;50.3753643424, 3.51113183833;2008;235
59014;31;59;Anzin;50.3753643424, 3.51113183833;2009;254
59017;31;59;Armentières;50.6913797537, 2.8797155328;2009;429
59021;31;59;Assevent;50.2884411784, 4.01973285077;2006;20
59028;31;59;Auby;50.4142959158, 3.06115822735;2013;104
59028;31;59;Auby;50.4142959158, 3.06115822735;2006;113
59029;31;59;Auchy-lez-Orchies;50.480622996, 3.19519541331;2010;22
59029;31;59;Auchy-lez-Orchies;50.480622996, 3.19519541331;2007;24
59032;31;59;Aulnoy-lez-Valenciennes;50.3261545044, 3.53764264287;2008;85
59033;31;59;Aulnoye-Aymeries;50.2058749072, 3.83263118494;2009;116
59033;31;59;Aulnoye-Aymeries;50.2058749072, 3.83263118494;2013;92
59035;31;59;Avesnelles;50.1056589526, 3.95096845588;2010;24
59365;31;59;Louvroil;50.2577866904, 3.95387643411;2005;113
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2004;203
59369;31;59;Maing;50.3036687499, 3.48802239874;2008;61
59370;31;59;Mairieux;50.3136654011, 3.97327891565;2004;7
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2003;7
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2011;8
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2004;4
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2006;3
59375;31;59;Marchiennes;50.414280284, 3.26362216805;2005;62
59385;31;59;Marpent;50.2913562157, 4.07637705799;2009;39
59386;31;59;Marquette-lez-Lille;50.67409511, 3.05886328577;2007;121
59387;31;59;Marquette-en-Ostrevant;50.2921413356, 3.2707273524;2005;17
59389;31;59;Masnières;50.104659247, 3.20208772877;2010;41
59398;31;59;Mérignies;50.5069205161, 3.12172446457;2010;30
59399;31;59;Merris;50.7178435961, 2.6572770613;2010;16
59402;31;59;Millam;50.8559210958, 2.25120770329;2006;10
59404;31;59;Les Moëres;51.0240965472, 2.5473689484;2013;13
59413;31;59;Montigny-en-Cambrésis;50.0910970595, 3.41429656763;2004;4
59413;31;59;Montigny-en-Cambrésis;50.0910970595, 3.41429656763;2005;2
59414;31;59;Montigny-en-Ostrevent;50.3682405226, 3.18011986506;2011;52
59418;31;59;Mortagne-du-Nord;50.5001515803, 3.45327380801;2009;28
59418;31;59;Mortagne-du-Nord;50.5001515803, 3.45327380801;2003;24
59422;31;59;Naves;50.2033732531, 3.31732755418;2013;16
59425;31;59;Neuville-en-Avesnois;50.1995093719, 3.57904088445;2009;7
59425;31;59;Neuville-en-Avesnois;50.1995093719, 3.57904088445;2003;5
59426;31;59;Neuville-en-Ferrain;50.7533162393, 3.15977251104;2009;115
59427;31;59;La Neuville;50.4968963031, 3.05358974895;2003;6
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2005;11
59431;31;59;Nieppe;50.6992987531, 2.83247310085;2007;96
59439;31;59;Noyelles-sur-Sambre;50.1616211802, 3.79528710452;2004;3
59442;31;59;Obrechies;50.2225324882, 4.03683646675;2009;3
59444;31;59;Odomez;50.4481733778, 3.53940322234;2004;15
59445;31;59;Ohain;50.0369176402, 4.12652703676;2010;8
59453;31;59;Oudezeele;50.8399999116, 2.51032290122;2012;12
59038;31;59;Avesnes-le-Sec;50.2483988689, 3.37145460907;2009;17
59039;31;59;Awoingt;50.153637436, 3.28601914646;2012;14
59041;31;59;Bachant;50.2081006997, 3.8751600192;2007;33
59042;31;59;Bachy;50.5435916608, 3.26883958433;2004;17
59042;31;59;Bachy;50.5435916608, 3.26883958433;2005;11
59043;31;59;Bailleul;50.7274252798, 2.7379912081;2011;153
59044;31;59;Baisieux;50.6111718868, 3.24121907398;2004;45
59046;31;59;Bambecque;50.9087831017, 2.56046766711;2009;13
59048;31;59;Bantigny;50.2342835957, 3.23612444557;2008;6
59048;31;59;Bantigny;50.2342835957, 3.23612444557;2013;15
59052;31;59;Bauvin;50.5162714452, 2.89367809062;2005;67
59053;31;59;Bavay;50.2936087618, 3.80308794658;2008;43
59054;31;59;Bavinchove;50.7749510357, 2.44160500507;2012;11
59055;31;59;Bazuel;50.0816021977, 3.59590423049;2008;4
59057;31;59;Beaudignies;50.2296082323, 3.58590888572;2011;12
59059;31;59;Beaumont-en-Cambrésis;50.1265847908, 3.45162407092;2008;5
59060;31;59;Beaurain;50.1779797016, 3.55059200886;2004;3
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2007;23
59067;31;59;Bergues;50.9691920635, 2.43268784817;2013;39
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2009;10
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2004;7
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2005;7
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2012;8
59072;31;59;Bersillies;50.3244968872, 3.99559417236;2013;3
59072;31;59;Bersillies;50.3244968872, 3.99559417236;2006;0
59073;31;59;Berthen;50.7779383016, 2.6875622719;2003;8
59074;31;59;Bertry;50.0823963526, 3.43983505864;2004;24
59076;31;59;Bettignies;50.3323628525, 3.9686190609;2004;2
59080;31;59;Beuvry-la-Forêt;50.4499686964, 3.28271096457;2008;22
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2010;28
59090;31;59;Bondues;50.7096656233, 3.09529083038;2006;89
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2011;5
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2004;6
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2012;116
59098;31;59;Bousbecque;50.7638184317, 3.07542848088;2004;45
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2008;2
59108;31;59;Briastre;50.154815937, 3.48675100947;2008;6
59109;31;59;Brillon;50.4339939197, 3.33534225599;2006;8
59117;31;59;Bugnicourt;50.2910659273, 3.15468753018;2006;9
59118;31;59;Busigny;50.0375979868, 3.46602965443;2003;25
59120;31;59;Caëstre;50.7566001349, 2.60456655751;2013;21
59122;31;59;Cambrai;50.1702775977, 3.24221021072;2006;444
59123;31;59;Camphin-en-Carembault;50.5106436194, 2.99165906644;2007;19
59124;31;59;Camphin-en-Pévèle;50.5923766053, 3.25767476267;2011;29
59130;31;59;Cappelle-Brouck;50.8938368005, 2.22204306272;2007;15
59001;31;59;Abancourt;50.2368696873, 3.20731301738;2004;4
59004;31;59;Aix;50.498421043, 3.30536772065;2011;6
59010;31;59;Anneux;50.1570164384, 3.12505671113;2009;2
59017;31;59;Armentières;50.6913797537, 2.8797155328;2012;421
59017;31;59;Armentières;50.6913797537, 2.8797155328;2006;419
59018;31;59;Arnèke;50.8416889858, 2.41843292762;2010;23
59018;31;59;Arnèke;50.8416889858, 2.41843292762;2004;10
59019;31;59;Artres;50.2956596119, 3.53884943565;2011;15
59019;31;59;Artres;50.2956596119, 3.53884943565;2007;8
59022;31;59;Attiches;50.5138938279, 3.06223374765;2010;30
59025;31;59;Aubers;50.5960514415, 2.81995366841;2005;14
59028;31;59;Auby;50.4142959158, 3.06115822735;2012;106
59035;31;59;Avesnelles;50.1056589526, 3.95096845588;2009;23
59037;31;59;Avesnes-les-Aubert;50.1911782213, 3.37676857334;2012;44
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2007;205
59368;31;59;La Madeleine;50.6548883138, 3.06963722507;2006;343
59369;31;59;Maing;50.3036687499, 3.48802239874;2011;49
59378;31;59;Marcq-en-Baroeul;50.6753348557, 3.10093583816;2008;454
59379;31;59;Marcq-en-Ostrevent;50.2876828642, 3.23484427567;2005;4
59381;31;59;Maresches;50.2940290785, 3.57606019881;2005;7
59389;31;59;Masnières;50.104659247, 3.20208772877;2013;35
59397;31;59;Merckeghem;50.8699396008, 2.27783454706;2011;6
59398;31;59;Mérignies;50.5069205161, 3.12172446457;2003;29
59399;31;59;Merris;50.7178435961, 2.6572770613;2012;7
59401;31;59;Méteren;50.7479005121, 2.67634884839;2010;29
59404;31;59;Les Moëres;51.0240965472, 2.5473689484;2012;18
59405;31;59;Moeuvres;50.1602158423, 3.06781891746;2003;5
59407;31;59;Monchaux-sur-Écaillon;50.2838656974, 3.4581039292;2011;3
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2011;382
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2007;375
59412;31;59;Montay;50.1222064074, 3.53460777852;2006;7
59416;31;59;Morbecque;50.6768934286, 2.53621614433;2007;25
59419;31;59;Mouchin;50.5168601993, 3.28629185123;2010;21
59419;31;59;Mouchin;50.5168601993, 3.28629185123;2013;18
59420;31;59;Moustier-en-Fagne;50.0917864543, 4.19598971428;2009;0
59421;31;59;Mouvaux;50.7041016348, 3.13593215066;2008;175
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2009;14
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2006;18
59424;31;59;Neuf-Mesnil;50.2653663974, 3.90941211198;2006;16
59425;31;59;Neuville-en-Avesnois;50.1995093719, 3.57904088445;2006;6
59428;31;59;Neuville-Saint-Rémy;50.1876980939, 3.21918185069;2009;44
59431;31;59;Nieppe;50.6992987531, 2.83247310085;2006;98
59436;31;59;Noordpeene;50.7945101601, 2.36741593689;2005;14
59446;31;59;Oisy;50.3522308671, 3.43281738814;2005;8
59448;31;59;Oost-Cappel;50.9297498837, 2.58933450299;2012;9
59456;31;59;Pecquencourt;50.3763502504, 3.21867627513;2003;89
59457;31;59;Pérenchies;50.6700813687, 2.96867396183;2007;124
59458;31;59;Péronne-en-Mélantois;50.56433015, 3.17149667698;2009;7
59464;31;59;Poix-du-Nord;50.185059973, 3.61684782607;2012;31
59468;31;59;Potelle;50.2386756413, 3.66509880886;2013;3
59469;31;59;Pradelles;50.7340517429, 2.60269224096;2007;6
59471;31;59;Préseau;50.311072595, 3.57351530616;2011;24
59476;31;59;Proville;50.15582108, 3.20370328154;2003;35
59477;31;59;Provin;50.5134080019, 2.91117965832;2008;51
59480;31;59;Quérénaing;50.2848542839, 3.50823290442;2006;10
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2005;32
59599;31;59;Tourcoing;50.7254418902, 3.15882757215;2011;1772
59604;31;59;Troisvilles;50.1023251315, 3.47303644624;2013;9
59605;31;59;Uxem;51.0239750832, 2.49246889837;2013;12
59610;31;59;Verchain-Maugré;50.2661390084, 3.46320478499;2003;9
59613;31;59;Vicq;50.4144657364, 3.6078304121;2012;23
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2010;15
59624;31;59;Villers-Outréaux;50.0297720966, 3.29193521329;2013;37
59641;31;59;Warhem;50.9770774555, 2.50331327056;2012;23
59642;31;59;Warlaing;50.4093268684, 3.32433906396;2010;10
59642;31;59;Warlaing;50.4093268684, 3.32433906396;2011;6
59643;31;59;Warneton;50.7453105306, 2.96704012681;2003;1
59643;31;59;Warneton;50.7453105306, 2.96704012681;2011;1
59647;31;59;Watten;50.833804191, 2.22588651794;2006;34
59650;31;59;Wattrelos;50.7056367285, 3.21628221056;2003;616
59652;31;59;Wavrechain-sous-Faulx;50.270787775, 3.28212535821;2006;6
59655;31;59;Wemaers-Cappel;50.8152774849, 2.44143393834;2008;5
59663;31;59;Wormhout;50.8778557286, 2.47860517129;2012;59
59668;31;59;Zuydcoote;51.06377209, 2.48763279882;2003;21
59506;31;59;Romeries;50.1972863068, 3.54305484338;2004;9
59507;31;59;Ronchin;50.6044738955, 3.09168585537;2011;306
59508;31;59;Roncq;50.747350697, 3.11815606165;2011;131
59516;31;59;Rubrouck;50.8331982321, 2.36252595858;2004;10
59517;31;59;Les Rues-des-Vignes;50.0758341626, 3.23349040866;2012;3
59519;31;59;Rumegies;50.4924282163, 3.35255840321;2011;22
59523;31;59;Sainghin-en-Mélantois;50.5877332144, 3.16342165677;2008;24
59523;31;59;Sainghin-en-Mélantois;50.5877332144, 3.16342165677;2007;22
59524;31;59;Sainghin-en-Weppes;50.5583359872, 2.89740255201;2004;79
59524;31;59;Sainghin-en-Weppes;50.5583359872, 2.89740255201;2005;83
59524;31;59;Sainghin-en-Weppes;50.5583359872, 2.89740255201;2012;79
59527;31;59;Saint-André-lez-Lille;50.6597692969, 3.04609387889;2012;158
59530;31;59;Saint-Aybert;50.4513178883, 3.64979329449;2005;0
59531;31;59;Saint-Benin;50.0760031859, 3.5318789033;2007;4
59532;31;59;Saint-Georges-sur-l'Aa;50.967052608, 2.15668818231;2011;6
59532;31;59;Saint-Georges-sur-l'Aa;50.967052608, 2.15668818231;2012;2
59537;31;59;Saint-Martin-sur-Écaillon;50.2401464788, 3.51737991935;2012;5
59538;31;59;Saint-Momelin;50.8126413042, 2.24135657399;2013;9
59545;31;59;Saint-Souplet;50.0531218076, 3.51585525327;2009;20
59545;31;59;Saint-Souplet;50.0531218076, 3.51585525327;2003;16
59548;31;59;Saint-Waast;50.3009046885, 3.74775611906;2012;7
59549;31;59;Salesches;50.2082539959, 3.59623286765;2013;5
59551;31;59;Saméon;50.4772545596, 3.33248163784;2006;14
59556;31;59;Sassegnies;50.1790384849, 3.79850687638;2011;3
59557;31;59;Saultain;50.335080255, 3.58004167583;2004;28
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2009;52
59566;31;59;Sequedin;50.6248188486, 2.98254300781;2004;47
59568;31;59;Sercus;50.7083527622, 2.45193657383;2005;8
59568;31;59;Sercus;50.7083527622, 2.45193657383;2006;8
59574;31;59;Somain;50.3598009687, 3.27519704161;2009;192
59576;31;59;Spycker;50.9751405786, 2.31360058844;2007;13
59579;31;59;Steene;50.9531939911, 2.37222398651;2006;12
59584;31;59;Taisnières-sur-Hon;50.3215475622, 3.85119216193;2007;19
59589;31;59;Thiant;50.2978015553, 3.43898383487;2013;37
59590;31;59;Thiennes;50.6509078196, 2.47577776887;2007;10
59591;31;59;Thivencelle;50.4459598369, 3.62768756311;2008;12
59592;31;59;Thumeries;50.4729282172, 3.06360015777;2005;52
59593;31;59;Thun-l'Évêque;50.2257650605, 3.28109704734;2003;6
59594;31;59;Thun-Saint-Amand;50.4847098079, 3.44835522897;2004;8
59043;31;59;Bailleul;50.7274252798, 2.7379912081;2009;132
59043;31;59;Bailleul;50.7274252798, 2.7379912081;2006;166
59045;31;59;Baives;50.0673923236, 4.20393625141;2011;2
59049;31;59;Bantouzelle;50.0579473391, 3.22511810175;2005;7
59055;31;59;Bazuel;50.0816021977, 3.59590423049;2003;7
59055;31;59;Bazuel;50.0816021977, 3.59590423049;2012;1
59057;31;59;Beaudignies;50.2296082323, 3.58590888572;2012;8
59059;31;59;Beaumont-en-Cambrésis;50.1265847908, 3.45162407092;2007;5
59059;31;59;Beaumont-en-Cambrésis;50.1265847908, 3.45162407092;2004;5
59059;31;59;Beaumont-en-Cambrésis;50.1265847908, 3.45162407092;2013;5
59061;31;59;Beaurepaire-sur-Sambre;50.0605483796, 3.79605984174;2012;4
59064;31;59;Bellaing;50.3659312022, 3.42553238229;2003;10
59066;31;59;Bérelles;50.2136798325, 4.10541703727;2011;5
59067;31;59;Bergues;50.9691920635, 2.43268784817;2008;41
59067;31;59;Bergues;50.9691920635, 2.43268784817;2011;48
59067;31;59;Bergues;50.9691920635, 2.43268784817;2007;53
59072;31;59;Bersillies;50.3244968872, 3.99559417236;2008;4
59073;31;59;Berthen;50.7779383016, 2.6875622719;2006;6
59084;31;59;Blaringhem;50.6905234393, 2.409606447;2006;32
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2012;4
59086;31;59;Boeschepe;50.7989980219, 2.69937041713;2009;28
59091;31;59;Borre;50.731528018, 2.58086143092;2008;9
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2013;7
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2009;3
59103;31;59;Boussières-sur-Sambre;50.2410266122, 3.8784480036;2010;7
59103;31;59;Boussières-sur-Sambre;50.2410266122, 3.8784480036;2012;6
59116;31;59;Bry;50.3162997425, 3.68368839887;2009;4
59118;31;59;Busigny;50.0375979868, 3.46602965443;2008;34
59120;31;59;Caëstre;50.7566001349, 2.60456655751;2009;28
59121;31;59;Cagnoncles;50.185423787, 3.31868765658;2010;8
59127;31;59;Capelle;50.2401009671, 3.56039393735;2007;2
59001;31;59;Abancourt;50.2368696873, 3.20731301738;2008;3
59005;31;59;Allennes-les-Marais;50.5417063572, 2.94865877262;2004;42
59008;31;59;Aniche;50.330855319, 3.25574141604;2009;176
59010;31;59;Anneux;50.1570164384, 3.12505671113;2005;0
59012;31;59;Anor;49.9949415311, 4.11785622281;2013;42
59013;31;59;Anstaing;50.603523536, 3.18920215192;2004;10
59013;31;59;Anstaing;50.603523536, 3.18920215192;2012;17
59014;31;59;Anzin;50.3753643424, 3.51113183833;2007;238
59016;31;59;Armbouts-Cappel;50.981590247, 2.34855524915;2003;21
59017;31;59;Armentières;50.6913797537, 2.8797155328;2005;416
59018;31;59;Arnèke;50.8416889858, 2.41843292762;2011;28
59320;31;59;Illies;50.5626769272, 2.82845132596;2010;18
59323;31;59;Jenlain;50.3097021009, 3.63092596962;2013;19
59324;31;59;Jeumont;50.2913767196, 4.10405698183;2007;156
59324;31;59;Jeumont;50.2913767196, 4.10405698183;2013;159
59328;31;59;Lambersart;50.6522053005, 3.02491174276;2007;387
59331;31;59;Landrecies;50.1205093509, 3.68851283044;2010;54
59340;31;59;Leffrinckoucke;51.0479753617, 2.45468596825;2011;34
59341;31;59;Lesdain;50.0926261924, 3.27595747456;2008;2
59341;31;59;Lesdain;50.0926261924, 3.27595747456;2011;6
59345;31;59;Lewarde;50.3367323265, 3.16865198714;2012;36
59351;31;59;Limont-Fontaine;50.2155213802, 3.92291118633;2005;2
59352;31;59;Linselles;50.7361350171, 3.0744786004;2010;73
59353;31;59;Locquignol;50.2033505573, 3.7334425782;2006;6
59357;31;59;La Longueville;50.2961357977, 3.87102048316;2011;17
59359;31;59;Loon-Plage;51.0012144614, 2.22304802432;2010;86
59359;31;59;Loon-Plage;51.0012144614, 2.22304802432;2013;70
59366;31;59;Lynde;50.7186012441, 2.43465079994;2011;4
59367;31;59;Lys-lez-Lannoy;50.6721775091, 3.2172382556;2010;193
59374;31;59;Marbaix;50.1280580168, 3.83650655237;2012;6
59377;31;59;Marcoing;50.1144749853, 3.17343200113;2010;29
59381;31;59;Maresches;50.2940290785, 3.57606019881;2012;9
59386;31;59;Marquette-lez-Lille;50.67409511, 3.05886328577;2008;160
59386;31;59;Marquette-lez-Lille;50.67409511, 3.05886328577;2004;156
59388;31;59;Marquillies;50.5507925122, 2.86815833452;2008;34
59390;31;59;Masny;50.341241582, 3.19548470018;2007;43
59391;31;59;Mastaing;50.3064012156, 3.29792589761;2008;13
59392;31;59;Maubeuge;50.283630719, 3.96328053037;2007;523
59392;31;59;Maubeuge;50.283630719, 3.96328053037;2013;436
59392;31;59;Maubeuge;50.283630719, 3.96328053037;2006;506
59393;31;59;Maulde;50.4952908946, 3.42538565597;2006;9
59395;31;59;Mazinghien;50.049448426, 3.59700862525;2007;5
59398;31;59;Mérignies;50.5069205161, 3.12172446457;2007;28
59399;31;59;Merris;50.7178435961, 2.6572770613;2003;12
59400;31;59;Merville;50.6449293889, 2.63582653422;2009;119
59405;31;59;Moeuvres;50.1602158423, 3.06781891746;2009;5
59410;31;59;Mons-en-Baroeul;50.6432478699, 3.1087677878;2003;418
59418;31;59;Mortagne-du-Nord;50.5001515803, 3.45327380801;2012;25
59421;31;59;Mouvaux;50.7041016348, 3.13593215066;2012;158
59422;31;59;Naves;50.2033732531, 3.31732755418;2007;9
59423;31;59;Neuf-Berquin;50.6652328405, 2.66524376956;2011;12
59427;31;59;La Neuville;50.4968963031, 3.05358974895;2004;3
59429;31;59;Neuville-sur-Escaut;50.2905014388, 3.35160622721;2012;38
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2010;19
59430;31;59;Neuvilly;50.1349971919, 3.51024982301;2006;13
59434;31;59;Nivelle;50.4681563003, 3.46013569739;2005;13
59436;31;59;Noordpeene;50.7945101601, 2.36741593689;2004;7
59438;31;59;Noyelles-sur-Escaut;50.1373086019, 3.17631469975;2006;16
59443;31;59;Ochtezeele;50.8191546724, 2.40052257312;2005;7
59444;31;59;Odomez;50.4481733778, 3.53940322234;2011;13
59446;31;59;Oisy;50.3522308671, 3.43281738814;2006;11
59447;31;59;Onnaing;50.3867147723, 3.59668401083;2009;128
59449;31;59;Orchies;50.4684491037, 3.23890685351;2005;124
59452;31;59;Ostricourt;50.4571255859, 3.03269713092;2012;91
59457;31;59;Pérenchies;50.6700813687, 2.96867396183;2010;100
59459;31;59;Petite-Forêt;50.3747760096, 3.47594179576;2012;58
59462;31;59;Phalempin;50.5128963726, 3.02222998505;2009;40
59471;31;59;Préseau;50.311072595, 3.57351530616;2007;19
59478;31;59;Quaëdypre;50.9381093158, 2.46047387712;2003;23
59484;31;59;Quiévrechain;50.3920521291, 3.65887590653;2009;96
59494;31;59;Raucourt-au-Bois;50.2067851455, 3.6560114776;2008;2
59494;31;59;Raucourt-au-Bois;50.2067851455, 3.6560114776;2009;7
59494;31;59;Raucourt-au-Bois;50.2067851455, 3.6560114776;2012;1
