Code Géographique;Région;Département;Libellé Géographique;Coordonnees;année;Naissances
59251;31;59;Frasnoy;50.2750060846, 3.66453718802;2007;8
59254;31;59;Fressain;50.2829594632, 3.19200167251;2010;9
59255;31;59;Fressies;50.2494910786, 3.18888373782;2009;4
59256;31;59;Fretin;50.5653657611, 3.1322045776;2012;53
59256;31;59;Fretin;50.5653657611, 3.1322045776;2006;64
59257;31;59;Fromelles;50.6109686203, 2.85464946616;2008;6
59258;31;59;Genech;50.5285200565, 3.22237664062;2004;22
59261;31;59;Glageon;50.0506114879, 4.06404937092;2012;21
59264;31;59;Gognies-Chaussée;50.3269897728, 3.94228730102;2010;3
59265;31;59;Gommegnies;50.2650047987, 3.70836085584;2004;37
59266;31;59;Gondecourt;50.5478874512, 2.98009724993;2011;40
59267;31;59;Gonnelieu;50.059740161, 3.15907798363;2013;5
59268;31;59;La Gorgue;50.6309281138, 2.73945543193;2013;62
59269;31;59;Gouzeaucourt;50.0555182827, 3.11588275361;2011;22
59272;31;59;Grand-Fort-Philippe;50.9994095872, 2.10036684474;2008;72
59276;31;59;Guesnain;50.3483461671, 3.14816711364;2004;56
59279;31;59;Halluin;50.7747480298, 3.12692474358;2011;310
59280;31;59;Hamel;50.2819824197, 3.06850591061;2010;5
59280;31;59;Hamel;50.2819824197, 3.06850591061;2006;11
59281;31;59;Hantay;50.5374677667, 2.86845922313;2013;18
59285;31;59;Haspres;50.2650877152, 3.41176296658;2010;45
59286;31;59;Haubourdin;50.6044150332, 2.98727183184;2012;252
59290;31;59;Haut-Lieu;50.1031693794, 3.90753338648;2012;4
59291;31;59;Hautmont;50.2478507103, 3.91948913803;2005;232
59293;31;59;Haverskerque;50.6403332971, 2.54677365157;2011;20
59294;31;59;Haynecourt;50.2094536408, 3.15541640096;2010;6
59295;31;59;Hazebrouck;50.7262967113, 2.53864301455;2008;256
59307;31;59;Holque;50.856500023, 2.2050645429;2008;15
59309;31;59;Hondschoote;50.971669311, 2.58828514944;2005;43
59313;31;59;Hordain;50.2597936195, 3.32675271349;2013;13
59315;31;59;Houdain-lez-Bavay;50.3294305775, 3.78664727295;2008;14
59323;31;59;Jenlain;50.3097021009, 3.63092596962;2005;8
59325;31;59;Jolimetz;50.2290109948, 3.67767939299;2013;15
59331;31;59;Landrecies;50.1205093509, 3.68851283044;2006;51
59332;31;59;Lannoy;50.666027423, 3.21037021622;2007;29
59337;31;59;Lederzeele;50.8134333231, 2.29316091241;2013;7
59341;31;59;Lesdain;50.0926261924, 3.27595747456;2003;2
59345;31;59;Lewarde;50.3367323265, 3.16865198714;2009;22
59345;31;59;Lewarde;50.3367323265, 3.16865198714;2003;46
59354;31;59;Loffre;50.3537253099, 3.17227962058;2009;6
59600;31;59;Tourmignies;50.5041629351, 3.08506088086;2003;6
59601;31;59;Trélon;50.0755155252, 4.12172301875;2006;33
59603;31;59;Trith-Saint-Léger;50.33056703, 3.48645305133;2007;74
59603;31;59;Trith-Saint-Léger;50.33056703, 3.48645305133;2004;80
59607;31;59;Vendegies-au-Bois;50.1780771295, 3.57802377396;2008;7
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2003;11
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2013;13
59614;31;59;Viesly;50.1571125186, 3.45621053562;2011;23
59615;31;59;Vieux-Berquin;50.6932504715, 2.62068917125;2013;38
59307;31;59;Holque;50.856500023, 2.2050645429;2004;10
59308;31;59;Hondeghem;50.7552272301, 2.5153551845;2010;10
59309;31;59;Hondschoote;50.971669311, 2.58828514944;2004;55
59314;31;59;Hornaing;50.3696239428, 3.33594044996;2008;46
59145;31;59;Chemy;50.5317873736, 2.99537239927;2012;10
59146;31;59;Chéreng;50.6108890768, 3.20972154636;2007;26
59147;31;59;Choisies;50.212677337, 4.04878255804;2007;0
59149;31;59;Clary;50.0684086956, 3.39589708434;2004;18
59149;31;59;Clary;50.0684086956, 3.39589708434;2005;10
59154;31;59;Coudekerque-Village;50.9945680467, 2.42167016066;2010;9
59156;31;59;Courchelettes;50.3421628278, 3.05975008268;2010;28
59159;31;59;Craywick;50.9726285741, 2.22142508421;2005;7
59165;31;59;Cuincy;50.3743818914, 3.03412629786;2011;80
59167;31;59;Cuvillers;50.2219798771, 3.23832511042;2012;2
59171;31;59;Dehéries;50.0505594446, 3.34352939122;2003;0
59173;31;59;Deûlémont;50.7280171454, 2.96967815507;2010;18
59175;31;59;Dimont;50.1830406458, 4.02228377235;2005;3
59176;31;59;Doignies;50.1321485769, 3.01379384494;2011;11
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2012;1099
59186;31;59;Eccles;50.1988413348, 4.09813341605;2012;0
59189;31;59;Eecke;50.7800648549, 2.59723080781;2007;28
59189;31;59;Eecke;50.7800648549, 2.59723080781;2006;22
59192;31;59;Émerchicourt;50.3117441641, 3.25561088678;2006;13
59194;31;59;Englefontaine;50.1933240477, 3.64157019307;2011;25
59194;31;59;Englefontaine;50.1933240477, 3.64157019307;2005;26
59195;31;59;Englos;50.6262888459, 2.9579931684;2013;7
59197;31;59;Ennevelin;50.5387195422, 3.12792567754;2010;25
59197;31;59;Ennevelin;50.5387195422, 3.12792567754;2012;25
59203;31;59;Erre;50.3693524443, 3.31597211762;2004;24
59211;31;59;Esquerchin;50.3859330394, 3.00649318201;2012;6
59215;31;59;Estreux;50.3527239271, 3.60184515387;2003;17
59215;31;59;Estreux;50.3527239271, 3.60184515387;2012;12
59219;31;59;Estrun;50.2447242764, 3.29498867507;2013;10
59506;31;59;Romeries;50.1972863068, 3.54305484338;2009;5
59507;31;59;Ronchin;50.6044738955, 3.09168585537;2009;279
59509;31;59;Roost-Warendin;50.4147869735, 3.10349816509;2013;60
59511;31;59;Rosult;50.4521455969, 3.36243705958;2009;20
59517;31;59;Les Rues-des-Vignes;50.0758341626, 3.23349040866;2003;8
59519;31;59;Rumegies;50.4924282163, 3.35255840321;2006;21
59520;31;59;Rumilly-en-Cambrésis;50.1304621675, 3.22848231666;2005;20
59525;31;59;Sains-du-Nord;50.0854794146, 4.03223070419;2005;32
59526;31;59;Saint-Amand-les-Eaux;50.4401000981, 3.44460708029;2003;225
59529;31;59;Saint-Aubin;50.1709642642, 3.91201093007;2005;8
59530;31;59;Saint-Aybert;50.4513178883, 3.64979329449;2012;9
59533;31;59;Saint-Hilaire-lez-Cambrai;50.1812812123, 3.4168912736;2010;15
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2008;14
59539;31;59;Saint-Pierre-Brouck;50.8950694199, 2.19025685455;2003;11
59539;31;59;Saint-Pierre-Brouck;50.8950694199, 2.19025685455;2010;9
59539;31;59;Saint-Pierre-Brouck;50.8950694199, 2.19025685455;2011;13
59539;31;59;Saint-Pierre-Brouck;50.8950694199, 2.19025685455;2007;7
59541;31;59;Saint-Python;50.1935153197, 3.47506674368;2010;13
59544;31;59;Saint-Saulve;50.3750172475, 3.56642418912;2004;114
59547;31;59;Saint-Vaast-en-Cambrésis;50.1944271461, 3.43509312626;2012;13
59549;31;59;Salesches;50.2082539959, 3.59623286765;2003;4
59554;31;59;Sars-et-Rosières;50.446729768, 3.33012536259;2011;8
59556;31;59;Sassegnies;50.1790384849, 3.79850687638;2009;1
59557;31;59;Saultain;50.335080255, 3.58004167583;2003;27
59566;31;59;Sequedin;50.6248188486, 2.98254300781;2007;35
59569;31;59;Sin-le-Noble;50.3677512577, 3.12071297192;2003;257
59570;31;59;Socx;50.9358655303, 2.42417743396;2004;13
59572;31;59;Solre-le-Château;50.1722246859, 4.09630317789;2006;20
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2007;0
59574;31;59;Somain;50.3598009687, 3.27519704161;2013;166
59575;31;59;Sommaing;50.2674478954, 3.49584685724;2007;2
59580;31;59;Steenvoorde;50.8214340622, 2.58556642469;2007;58
59581;31;59;Steenwerck;50.6864176007, 2.76933714516;2006;39
59584;31;59;Taisnières-sur-Hon;50.3215475622, 3.85119216193;2003;6
59593;31;59;Thun-l'Évêque;50.2257650605, 3.28109704734;2007;5
59596;31;59;Tilloy-lez-Marchiennes;50.4251780134, 3.32276515057;2011;5
59597;31;59;Tilloy-lez-Cambrai;50.2010948825, 3.21429536974;2008;5
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2010;49
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2012;12
59609;31;59;Vendeville;50.5731550754, 3.08064149278;2008;19
59609;31;59;Vendeville;50.5731550754, 3.08064149278;2012;16
59616;31;59;Vieux-Condé;50.4735638651, 3.56606734565;2007;138
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2006;11
59623;31;59;Villers-Guislain;50.0359972826, 3.15257855128;2013;7
59626;31;59;Villers-Pol;50.2889516363, 3.6151652439;2012;13
59627;31;59;Villers-Sire-Nicole;50.339831062, 4.01339230045;2005;5
59627;31;59;Villers-Sire-Nicole;50.339831062, 4.01339230045;2013;8
59630;31;59;Wahagnies;50.4837257649, 3.03028758206;2011;34
59630;31;59;Wahagnies;50.4837257649, 3.03028758206;2013;44
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2008;25
59638;31;59;Wannehain;50.5709754745, 3.27007498669;2009;19
59638;31;59;Wannehain;50.5709754745, 3.27007498669;2012;17
59639;31;59;Wargnies-le-Grand;50.3079420993, 3.65866407405;2009;11
59639;31;59;Wargnies-le-Grand;50.3079420993, 3.65866407405;2004;11
59640;31;59;Wargnies-le-Petit;50.2986246557, 3.68344256708;2005;8
59642;31;59;Warlaing;50.4093268684, 3.32433906396;2012;9
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2005;246
59651;31;59;Wavrechain-sous-Denain;50.3338831581, 3.42191162083;2009;22
59651;31;59;Wavrechain-sous-Denain;50.3338831581, 3.42191162083;2012;24
59653;31;59;Wavrin;50.5726224029, 2.93337226806;2009;110
59653;31;59;Wavrin;50.5726224029, 2.93337226806;2003;120
59660;31;59;Willems;50.6306074254, 3.22916996988;2008;25
59660;31;59;Willems;50.6306074254, 3.22916996988;2003;36
59665;31;59;Wylder;50.9111679301, 2.48735893081;2007;6
59668;31;59;Zuydcoote;51.06377209, 2.48763279882;2012;7
59669;31;59;Zuytpeene;50.7918240712, 2.42330162819;2007;11
59039;31;59;Awoingt;50.153637436, 3.28601914646;2003;4
59625;31;59;Villers-Plouich;50.0789345355, 3.13659590623;2010;4
59626;31;59;Villers-Pol;50.2889516363, 3.6151652439;2007;21
59628;31;59;Volckerinckhove;50.839933688, 2.29875013353;2005;7
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2007;27
59640;31;59;Wargnies-le-Petit;50.2986246557, 3.68344256708;2010;7
59643;31;59;Warneton;50.7453105306, 2.96704012681;2010;5
59643;31;59;Warneton;50.7453105306, 2.96704012681;2004;4
59647;31;59;Watten;50.833804191, 2.22588651794;2012;34
59658;31;59;Wicres;50.5694195145, 2.86858974063;2009;5
59660;31;59;Willems;50.6306074254, 3.22916996988;2012;32
59667;31;59;Zermezeele;50.8321932353, 2.4589529897;2009;8
59422;31;59;Naves;50.2033732531, 3.31732755418;2008;6
59422;31;59;Naves;50.2033732531, 3.31732755418;2010;8
59427;31;59;La Neuville;50.4968963031, 3.05358974895;2007;10
59433;31;59;Nieurlet;50.7949144222, 2.27990645597;2011;20
59435;31;59;Nomain;50.5012176112, 3.23912545125;2006;29
59436;31;59;Noordpeene;50.7945101601, 2.36741593689;2010;11
59436;31;59;Noordpeene;50.7945101601, 2.36741593689;2011;12
59437;31;59;Noyelles-lès-Seclin;50.5729280386, 3.02238335303;2006;6
59443;31;59;Ochtezeele;50.8191546724, 2.40052257312;2008;5
59444;31;59;Odomez;50.4481733778, 3.53940322234;2006;6
59445;31;59;Ohain;50.0369176402, 4.12652703676;2004;10
59446;31;59;Oisy;50.3522308671, 3.43281738814;2010;5
59447;31;59;Onnaing;50.3867147723, 3.59668401083;2005;133
59451;31;59;Orsinval;50.2718570583, 3.63293709102;2009;5
59452;31;59;Ostricourt;50.4571255859, 3.03269713092;2005;67
59453;31;59;Oudezeele;50.8399999116, 2.51032290122;2005;10
59458;31;59;Péronne-en-Mélantois;50.56433015, 3.17149667698;2005;8
59465;31;59;Pommereuil;50.1169693319, 3.58693750917;2008;7
59465;31;59;Pommereuil;50.1169693319, 3.58693750917;2006;2
59467;31;59;Pont-sur-Sambre;50.2317600389, 3.84512612151;2008;33
59467;31;59;Pont-sur-Sambre;50.2317600389, 3.84512612151;2011;30
59472;31;59;Preux-au-Bois;50.1647138146, 3.6553638264;2009;6
59472;31;59;Preux-au-Bois;50.1647138146, 3.6553638264;2013;12
59473;31;59;Preux-au-Sart;50.2886107324, 3.69910774088;2003;3
59473;31;59;Preux-au-Sart;50.2886107324, 3.69910774088;2010;4
59473;31;59;Preux-au-Sart;50.2886107324, 3.69910774088;2007;4
59475;31;59;Prouvy;50.3241135233, 3.45729001727;2011;33
59478;31;59;Quaëdypre;50.9381093158, 2.46047387712;2012;12
59479;31;59;Quarouble;50.4035655109, 3.6270603909;2004;22
59480;31;59;Quérénaing;50.2848542839, 3.50823290442;2003;8
59485;31;59;Quiévy;50.162969816, 3.42160576023;2008;23
59489;31;59;Raimbeaucourt;50.4363550078, 3.10277352628;2009;46
59501;31;59;Rieulay;50.3871460601, 3.2654482403;2003;17
59225;31;59;Feignies;50.2944744456, 3.90909278075;2009;93
59225;31;59;Feignies;50.2944744456, 3.90909278075;2006;97
59228;31;59;Férin;50.3309978415, 3.08128816904;2007;8
59233;31;59;Flaumont-Waudrechies;50.1311318318, 3.96984931969;2007;8
59236;31;59;Flesquières;50.1238325838, 3.11938780816;2007;6
59236;31;59;Flesquières;50.1238325838, 3.11938780816;2006;1
59242;31;59;Fontaine-au-Bois;50.1363749485, 3.64250579372;2013;8
59243;31;59;Fontaine-au-Pire;50.127252452, 3.36673958113;2003;20
59247;31;59;Forest-sur-Marque;50.6330739631, 3.18918578659;2010;9
59249;31;59;Fourmies;50.006893732, 4.05775002509;2010;201
59259;31;59;Ghissignies;50.2277589853, 3.61633962969;2003;7
59260;31;59;Ghyvelde;51.0486014481, 2.51379722419;2005;30
59264;31;59;Gognies-Chaussée;50.3269897728, 3.94228730102;2006;5
59266;31;59;Gondecourt;50.5478874512, 2.98009724993;2007;51
59266;31;59;Gondecourt;50.5478874512, 2.98009724993;2005;43
59268;31;59;La Gorgue;50.6309281138, 2.73945543193;2010;82
59268;31;59;La Gorgue;50.6309281138, 2.73945543193;2007;81
59268;31;59;La Gorgue;50.6309281138, 2.73945543193;2012;78
59269;31;59;Gouzeaucourt;50.0555182827, 3.11588275361;2007;16
59271;31;59;Grande-Synthe;51.0167874642, 2.29071143357;2009;334
59271;31;59;Grande-Synthe;51.0167874642, 2.29071143357;2003;334
59277;31;59;Gussignies;50.3405832772, 3.74998509899;2008;4
59277;31;59;Gussignies;50.3405832772, 3.74998509899;2005;4
59279;31;59;Halluin;50.7747480298, 3.12692474358;2009;287
59284;31;59;Hasnon;50.4127809249, 3.38752842826;2008;47
59285;31;59;Haspres;50.2650877152, 3.41176296658;2004;25
59288;31;59;Haulchin;50.3133069663, 3.42273486523;2012;26
59293;31;59;Haverskerque;50.6403332971, 2.54677365157;2008;13
59304;31;59;Herrin;50.5495900938, 2.96246977042;2006;4
59308;31;59;Hondeghem;50.7552272301, 2.5153551845;2013;14
59308;31;59;Hondeghem;50.7552272301, 2.5153551845;2006;8
59311;31;59;Honnechy;50.0677939071, 3.48120463527;2011;7
59313;31;59;Hordain;50.2597936195, 3.32675271349;2003;21
59316;31;59;Houplin-Ancoisne;50.5699205029, 2.99498019167;2003;38
59316;31;59;Houplin-Ancoisne;50.5699205029, 2.99498019167;2013;29
59317;31;59;Houplines;50.6841292085, 2.92646496256;2010;125
59320;31;59;Illies;50.5626769272, 2.82845132596;2008;15
59326;31;59;Killem;50.9575597067, 2.55978032528;2009;7
59327;31;59;Lallaing;50.3864016974, 3.16880269409;2003;87
59330;31;59;Landas;50.4726958028, 3.29518086014;2013;20
59335;31;59;Lecelles;50.474778936, 3.39878461837;2008;25
59335;31;59;Lecelles;50.474778936, 3.39878461837;2004;30
59339;31;59;Leers;50.6813150077, 3.23964411032;2013;87
59343;31;59;Lesquin;50.5892285666, 3.11191934713;2010;69
59344;31;59;Leval;50.180651266, 3.83355819928;2013;37
59351;31;59;Limont-Fontaine;50.2155213802, 3.92291118633;2009;8
59351;31;59;Limont-Fontaine;50.2155213802, 3.92291118633;2007;7
59352;31;59;Linselles;50.7361350171, 3.0744786004;2004;85
59360;31;59;Loos;50.608350368, 3.02066096506;2012;359
59364;31;59;Louvil;50.5567255467, 3.18952793321;2008;3
59364;31;59;Louvil;50.5567255467, 3.18952793321;2004;9
59365;31;59;Louvroil;50.2577866904, 3.95387643411;2007;108
59370;31;59;Mairieux;50.3136654011, 3.97327891565;2009;10
59371;31;59;Le Maisnil;50.6182693489, 2.87754636769;2005;2
59372;31;59;Malincourt;50.0351942091, 3.32471130413;2012;9
59374;31;59;Marbaix;50.1280580168, 3.83650655237;2007;4
59146;31;59;Chéreng;50.6108890768, 3.20972154636;2005;35
59154;31;59;Coudekerque-Village;50.9945680467, 2.42167016066;2011;4
59155;31;59;Coudekerque-Branche;51.0179541343, 2.39580832593;2007;260
59156;31;59;Courchelettes;50.3421628278, 3.05975008268;2003;35
59156;31;59;Courchelettes;50.3421628278, 3.05975008268;2004;31
59161;31;59;Crèvecoeur-sur-l'Escaut;50.0727577904, 3.26867770233;2009;3
59166;31;59;Curgies;50.3253821605, 3.60666630753;2009;7
59166;31;59;Curgies;50.3253821605, 3.60666630753;2013;14
59168;31;59;Cysoing;50.5639123041, 3.21398704215;2009;40
59168;31;59;Cysoing;50.5639123041, 3.21398704215;2005;48
59169;31;59;Damousies;50.2195042293, 4.00850987305;2010;1
59171;31;59;Dehéries;50.0505594446, 3.34352939122;2012;1
59175;31;59;Dimont;50.1830406458, 4.02228377235;2013;1
59177;31;59;Dompierre-sur-Helpe;50.1420178536, 3.8595206672;2009;16
59180;31;59;Le Doulieu;50.6800093864, 2.69977444114;2008;8
59180;31;59;Le Doulieu;50.6800093864, 2.69977444114;2006;19
59181;31;59;Dourlers;50.1745636905, 3.94546756925;2009;10
59183;31;59;Dunkerque;51.0307229078, 2.33752414095;2013;1118
59188;31;59;Écuélin;50.1924531151, 3.89604149257;2008;3
59188;31;59;Écuélin;50.1924531151, 3.89604149257;2010;5
59191;31;59;Élincourt;50.0457660349, 3.37059499043;2011;4
59195;31;59;Englos;50.6262888459, 2.9579931684;2006;5
59196;31;59;Ennetières-en-Weppes;50.640484704, 2.93312247961;2010;12
59203;31;59;Erre;50.3693524443, 3.31597211762;2012;26
59204;31;59;Escarmain;50.2236333668, 3.54874778179;2013;4
59210;31;59;Esquelbecq;50.8902971553, 2.42902144416;2007;22
59213;31;59;Estourmel;50.1518286613, 3.32132515587;2012;6
59217;31;59;Eth;50.3253571369, 3.66687653832;2011;3
59219;31;59;Estrun;50.2447242764, 3.29498867507;2003;5
59220;31;59;Faches-Thumesnil;50.593618421, 3.07229537426;2012;261
59603;31;59;Trith-Saint-Léger;50.33056703, 3.48645305133;2008;73
59605;31;59;Uxem;51.0239750832, 2.49246889837;2007;24
59606;31;59;Valenciennes;50.3588666163, 3.51567664819;2012;656
59607;31;59;Vendegies-au-Bois;50.1780771295, 3.57802377396;2006;7
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2006;13
59609;31;59;Vendeville;50.5731550754, 3.08064149278;2010;17
59612;31;59;Vertain;50.2124028613, 3.52268754362;2003;3
59615;31;59;Vieux-Berquin;50.6932504715, 2.62068917125;2010;25
59615;31;59;Vieux-Berquin;50.6932504715, 2.62068917125;2005;32
59616;31;59;Vieux-Condé;50.4735638651, 3.56606734565;2009;138
59616;31;59;Vieux-Condé;50.4735638651, 3.56606734565;2011;134
59618;31;59;Vieux-Reng;50.3213611397, 4.0463688859;2011;10
59619;31;59;Villereau;50.2478551697, 3.68060159072;2007;15
59619;31;59;Villereau;50.2478551697, 3.68060159072;2006;11
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2004;13
59627;31;59;Villers-Sire-Nicole;50.339831062, 4.01339230045;2009;8
59634;31;59;Wallon-Cappel;50.7278457083, 2.48249397523;2009;9
59635;31;59;Wambaix;50.1283412382, 3.30897119661;2003;4
59635;31;59;Wambaix;50.1283412382, 3.30897119661;2013;3
59636;31;59;Wambrechies;50.6957054596, 3.0473159475;2005;151
59637;31;59;Wandignies-Hamage;50.3972962992, 3.32367136058;2007;18
59640;31;59;Wargnies-le-Petit;50.2986246557, 3.68344256708;2006;12
59641;31;59;Warhem;50.9770774555, 2.50331327056;2011;15
59641;31;59;Warhem;50.9770774555, 2.50331327056;2007;28
59643;31;59;Warneton;50.7453105306, 2.96704012681;2007;2
59645;31;59;Wasnes-au-Bac;50.2699499987, 3.25379518679;2010;7
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2008;239
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2004;258
59647;31;59;Watten;50.833804191, 2.22588651794;2005;39
59649;31;59;Wattignies-la-Victoire;50.2003544445, 4.00235676778;2010;6
59649;31;59;Wattignies-la-Victoire;50.2003544445, 4.00235676778;2007;0
59652;31;59;Wavrechain-sous-Faulx;50.270787775, 3.28212535821;2003;4
59655;31;59;Wemaers-Cappel;50.8152774849, 2.44143393834;2007;4
59658;31;59;Wicres;50.5694195145, 2.86858974063;2004;3
59659;31;59;Wignehies;50.0118044778, 4.0065736506;2003;35
59663;31;59;Wormhout;50.8778557286, 2.47860517129;2009;64
59664;31;59;Wulverdinghe;50.8284324881, 2.2531343958;2005;2
59665;31;59;Wylder;50.9111679301, 2.48735893081;2010;4
59666;31;59;Zegerscappel;50.8833052086, 2.384587094;2006;24
59668;31;59;Zuydcoote;51.06377209, 2.48763279882;2010;11
59504;31;59;Roeulx;50.3127229733, 3.32813430468;2012;56
59505;31;59;Rombies-et-Marchipont;50.3683187976, 3.63953903487;2008;12
59509;31;59;Roost-Warendin;50.4147869735, 3.10349816509;2011;88
59512;31;59;Roubaix;50.6879774811, 3.18258434623;2005;1999
59515;31;59;Rouvignies;50.333483649, 3.44055794538;2013;6
59517;31;59;Les Rues-des-Vignes;50.0758341626, 3.23349040866;2011;11
59519;31;59;Rumegies;50.4924282163, 3.35255840321;2009;15
59520;31;59;Rumilly-en-Cambrésis;50.1304621675, 3.22848231666;2003;14
59525;31;59;Sains-du-Nord;50.0854794146, 4.03223070419;2006;42
59532;31;59;Saint-Georges-sur-l'Aa;50.967052608, 2.15668818231;2008;6
59534;31;59;Saint-Hilaire-sur-Helpe;50.1366870157, 3.90004713488;2010;7
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2011;18
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2006;8
59536;31;59;Sainte-Marie-Cappel;50.780208006, 2.51589636551;2008;9
59536;31;59;Sainte-Marie-Cappel;50.780208006, 2.51589636551;2012;4
59544;31;59;Saint-Saulve;50.3750172475, 3.56642418912;2006;122
59545;31;59;Saint-Souplet;50.0531218076, 3.51585525327;2012;19
59550;31;59;Salomé;50.5358395709, 2.83692247297;2007;48
59550;31;59;Salomé;50.5358395709, 2.83692247297;2013;30
59551;31;59;Saméon;50.4772545596, 3.33248163784;2004;13
59551;31;59;Saméon;50.4772545596, 3.33248163784;2012;15
59553;31;59;Santes;50.5909879066, 2.96114421951;2003;45
59557;31;59;Saultain;50.335080255, 3.58004167583;2006;24
59562;31;59;Sémeries;50.104983917, 3.98854238684;2005;13
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2011;32
59569;31;59;Sin-le-Noble;50.3677512577, 3.12071297192;2006;289
59570;31;59;Socx;50.9358655303, 2.42417743396;2008;13
59570;31;59;Socx;50.9358655303, 2.42417743396;2005;7
59580;31;59;Steenvoorde;50.8214340622, 2.58556642469;2003;42
59582;31;59;Strazeele;50.7237136693, 2.61971858959;2013;16
59606;31;59;Valenciennes;50.3588666163, 3.51567664819;2005;686
59607;31;59;Vendegies-au-Bois;50.1780771295, 3.57802377396;2009;2
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2010;16
59611;31;59;Verlinghem;50.6820809996, 3.0005883762;2012;24
59614;31;59;Viesly;50.1571125186, 3.45621053562;2005;21
59616;31;59;Vieux-Condé;50.4735638651, 3.56606734565;2010;137
59617;31;59;Vieux-Mesnil;50.2599763963, 3.87105908253;2013;4
59619;31;59;Villereau;50.2478551697, 3.68060159072;2008;13
59620;31;59;Villers-au-Tertre;50.3020721089, 3.17587411198;2003;2
59623;31;59;Villers-Guislain;50.0359972826, 3.15257855128;2009;6
59623;31;59;Villers-Guislain;50.0359972826, 3.15257855128;2004;6
59629;31;59;Vred;50.3939409921, 3.23217277359;2009;14
59632;31;59;Wallers;50.3808461182, 3.39313610701;2004;68
59640;31;59;Wargnies-le-Petit;50.2986246557, 3.68344256708;2008;12
59645;31;59;Wasnes-au-Bac;50.2699499987, 3.25379518679;2006;5
59650;31;59;Wattrelos;50.7056367285, 3.21628221056;2008;600
59653;31;59;Wavrin;50.5726224029, 2.93337226806;2007;109
59654;31;59;Waziers;50.3842186333, 3.11188476067;2005;141
59657;31;59;West-Cappel;50.9254100501, 2.50878268816;2012;7
59659;31;59;Wignehies;50.0118044778, 4.0065736506;2005;35
59665;31;59;Wylder;50.9111679301, 2.48735893081;2008;5
59669;31;59;Zuytpeene;50.7918240712, 2.42330162819;2013;5
59504;31;59;Roeulx;50.3127229733, 3.32813430468;2007;57
59506;31;59;Romeries;50.1972863068, 3.54305484338;2013;4
59512;31;59;Roubaix;50.6879774811, 3.18258434623;2007;2112
59514;31;59;Rousies;50.2712617008, 3.99972723492;2008;41
59514;31;59;Rousies;50.2712617008, 3.99972723492;2012;49
59515;31;59;Rouvignies;50.333483649, 3.44055794538;2004;11
59516;31;59;Rubrouck;50.8331982321, 2.36252595858;2010;16
59516;31;59;Rubrouck;50.8331982321, 2.36252595858;2005;12
59520;31;59;Rumilly-en-Cambrésis;50.1304621675, 3.22848231666;2006;16
59523;31;59;Sainghin-en-Mélantois;50.5877332144, 3.16342165677;2012;28
59527;31;59;Saint-André-lez-Lille;50.6597692969, 3.04609387889;2007;145
59532;31;59;Saint-Georges-sur-l'Aa;50.967052608, 2.15668818231;2005;4
59533;31;59;Saint-Hilaire-lez-Cambrai;50.1812812123, 3.4168912736;2005;19
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2012;35
59538;31;59;Saint-Momelin;50.8126413042, 2.24135657399;2011;6
59541;31;59;Saint-Python;50.1935153197, 3.47506674368;2005;16
59541;31;59;Saint-Python;50.1935153197, 3.47506674368;2012;10
59552;31;59;Sancourt;50.2144498638, 3.19130962776;2010;3
59552;31;59;Sancourt;50.2144498638, 3.19130962776;2013;1
59554;31;59;Sars-et-Rosières;50.446729768, 3.33012536259;2003;4
59562;31;59;Sémeries;50.104983917, 3.98854238684;2003;3
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2008;40
59569;31;59;Sin-le-Noble;50.3677512577, 3.12071297192;2010;253
59570;31;59;Socx;50.9358655303, 2.42417743396;2013;8
59571;31;59;Solesmes;50.171784611, 3.51976547867;2005;48
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2009;1
59573;31;59;Solrinnes;50.2029200373, 4.0732007826;2013;0
59584;31;59;Taisnières-sur-Hon;50.3215475622, 3.85119216193;2011;11
59594;31;59;Thun-Saint-Amand;50.4847098079, 3.44835522897;2003;9
59595;31;59;Thun-Saint-Martin;50.218482215, 3.30304020982;2010;7
